"path","asset_type","creator_or_provider","creation_tool","creation_or_receipt_date","input_source","claimed_rights_holder","license_or_agreement","commercial_and_store_distribution","attribution_required","evidence_document","sha256","status","notes_and_risk"
"docs/art-direction/claude-design/props-source/magic_garden/prop_garden_flower_coloured.png","png","Claimed Anthropic Claude Design output; operator/account unknown","Claude Design (claim only; plan/model/version not recorded)","Claimed 2026-07-29","README references missing uploads/pasted-1785302721105-0.png","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","930e5c1fc15aa49beb749cf643b2bd0842b20a55c1d90e1337b08b0833bf6ad8","BLOCKED_UNVERIFIED","BLOCKER: the referenced source sheet is absent; prompts, output receipt, plan, applicable terms, and source-rights evidence are absent."
"docs/art-direction/claude-design/props-source/magic_garden/prop_garden_pot_blue_full.png","png","Claimed Anthropic Claude Design output; operator/account unknown","Claude Design (claim only; plan/model/version not recorded)","Claimed 2026-07-29","README references missing uploads/pasted-1785302721105-0.png","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","91df30407ab0c84d1117318ab2460fb6f85d32c26f3a63aefe43fb9f09a9de87","BLOCKED_UNVERIFIED","BLOCKER: the referenced source sheet is absent; prompts, output receipt, plan, applicable terms, and source-rights evidence are absent."
"docs/art-direction/claude-design/props-source/magic_garden/prop_garden_pot_green_full.png","png","Claimed Anthropic Claude Design output; operator/account unknown","Claude Design (claim only; plan/model/version not recorded)","Claimed 2026-07-29","README references missing uploads/pasted-1785302721105-0.png","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","35e05ffb31421ce915f1005a775bb63079c9f14206c74f98a64258f70c766747","BLOCKED_UNVERIFIED","BLOCKER: the referenced source sheet is absent; prompts, output receipt, plan, applicable terms, and source-rights evidence are absent."
"docs/art-direction/claude-design/props-source/magic_garden/prop_garden_pot_red_full.png","png","Claimed Anthropic Claude Design output; operator/account unknown","Claude Design (claim only; plan/model/version not recorded)","Claimed 2026-07-29","README references missing uploads/pasted-1785302721105-0.png","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","434d3588b6d65304e8fe2b65660267914bd19e0158df0fc4a41ab16cf959290d","BLOCKED_UNVERIFIED","BLOCKER: the referenced source sheet is absent; prompts, output receipt, plan, applicable terms, and source-rights evidence are absent."
"docs/art-direction/claude-design/props-source/magic_garden/prop_garden_pot_yellow_full.png","png","Claimed Anthropic Claude Design output; operator/account unknown","Claude Design (claim only; plan/model/version not recorded)","Claimed 2026-07-29","README references missing uploads/pasted-1785302721105-0.png","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","85ebaaa97c5ef7ce596df1c455fdc49a97c8fa70388cf95e0da517670bbe6a1f","BLOCKED_UNVERIFIED","BLOCKER: the referenced source sheet is absent; prompts, output receipt, plan, applicable terms, and source-rights evidence are absent."
"docs/art-direction/excluded/char_explorer_boy-not-used.png","png","Unknown; repository custody is not proof of authorship","Unknown","Unknown","No supporting source record found","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","670256099a16fea588457c0231ded29937286a6b0f49d4a5ec2779141533246f","UNVERIFIED","Obtain authorship, license, and chain-of-title evidence before release."
"docs/art-direction/masters/nir-kippah-master.png","png","Claimed OpenAI ImageGen output; operator/account unknown","OpenAI ImageGen (claim only; model/version not recorded)","Claimed 2026-07-29","Nir/Shir art direction; prompts, generation IDs, and source-rights evidence absent","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","9350df543f0216bad2db6f2bf943b116b6c3ebeb0e1fba80e1559accac5e33b7","BLOCKED_UNVERIFIED","BLOCKER: AI terms do not prove exclusivity, copyrightability, or non-infringement. Obtain real-person/guardian declaration and release if applicable."
"docs/art-direction/masters/nir-plain-master.png","png","Claimed OpenAI ImageGen output; operator/account unknown","OpenAI ImageGen (claim only; model/version not recorded)","Claimed 2026-07-29","Nir/Shir art direction; prompts, generation IDs, and source-rights evidence absent","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","3fc5275931b0afe375a40fed15ded5fdad295512690f0f3af76aac633f52d4c2","BLOCKED_UNVERIFIED","BLOCKER: AI terms do not prove exclusivity, copyrightability, or non-infringement. Obtain real-person/guardian declaration and release if applicable."
"docs/art-direction/masters/shir-master.png","png","Claimed OpenAI ImageGen output; operator/account unknown","OpenAI ImageGen (claim only; model/version not recorded)","Claimed 2026-07-29","Nir/Shir art direction; prompts, generation IDs, and source-rights evidence absent","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","4768c859d89c07e8e0ec19b2d875bde4683150ca8a3a27236c097b5a106d8c13","BLOCKED_UNVERIFIED","BLOCKER: AI terms do not prove exclusivity, copyrightability, or non-infringement. Obtain real-person/guardian declaration and release if applicable."
"docs/art-direction/references/nir-key-poses-approved.png","png","Claimed OpenAI ImageGen output; operator/account unknown","OpenAI ImageGen (claim only; model/version not recorded)","Claimed 2026-07-29","Nir/Shir art direction; prompts, generation IDs, and source-rights evidence absent","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","dd4817588c9761dbb67d655bb419e5995025d821d2cc63957014be0a7218cc2f","BLOCKED_UNVERIFIED","BLOCKER: AI terms do not prove exclusivity, copyrightability, or non-infringement. Obtain real-person/guardian declaration and release if applicable."
"docs/art-direction/references/nir-key-poses-chroma-source.png","png","Claimed OpenAI ImageGen output; operator/account unknown","OpenAI ImageGen (claim only; model/version not recorded)","Claimed 2026-07-29","Nir/Shir art direction; prompts, generation IDs, and source-rights evidence absent","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","8424cb34092d828861511cee1f223b33ea009d2f8f72d855b41770d01084f2bd","BLOCKED_UNVERIFIED","BLOCKER: AI terms do not prove exclusivity, copyrightability, or non-infringement. Obtain real-person/guardian declaration and release if applicable."
"docs/art-direction/references/nir-kippah-production-chroma.png","png","Claimed OpenAI ImageGen output; operator/account unknown","OpenAI ImageGen (claim only; model/version not recorded)","Claimed 2026-07-29","Nir/Shir art direction; prompts, generation IDs, and source-rights evidence absent","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","7228b5e561ade9ff97b0fb38920c73ffd239e9b49de6d58ab99d7505da09f64d","BLOCKED_UNVERIFIED","BLOCKER: AI terms do not prove exclusivity, copyrightability, or non-infringement. Obtain real-person/guardian declaration and release if applicable."
"docs/art-direction/references/nir-kippah-production.png","png","Claimed OpenAI ImageGen output; operator/account unknown","OpenAI ImageGen (claim only; model/version not recorded)","Claimed 2026-07-29","Nir/Shir art direction; prompts, generation IDs, and source-rights evidence absent","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","0376042543eb1c51fc3c5add9ceeb4bf764eb8c7975ae94d1cda07cbec631dde","BLOCKED_UNVERIFIED","BLOCKER: AI terms do not prove exclusivity, copyrightability, or non-infringement. Obtain real-person/guardian declaration and release if applicable."
"docs/art-direction/references/nir-plain-key-poses-chroma.png","png","Claimed OpenAI ImageGen output; operator/account unknown","OpenAI ImageGen (claim only; model/version not recorded)","Claimed 2026-07-29","Nir/Shir art direction; prompts, generation IDs, and source-rights evidence absent","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","6bcfab4dd31d1a15ac897880a527df0374d0f5844d383818bca412387208aac2","BLOCKED_UNVERIFIED","BLOCKER: AI terms do not prove exclusivity, copyrightability, or non-infringement. Obtain real-person/guardian declaration and release if applicable."
"docs/art-direction/references/nir-plain-key-poses.png","png","Claimed OpenAI ImageGen output; operator/account unknown","OpenAI ImageGen (claim only; model/version not recorded)","Claimed 2026-07-29","Nir/Shir art direction; prompts, generation IDs, and source-rights evidence absent","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","4f1c011dcb6085c9cb5d487e9a83fdfe6bc574b293779f1a8f22310785e6049b","BLOCKED_UNVERIFIED","BLOCKER: AI terms do not prove exclusivity, copyrightability, or non-infringement. Obtain real-person/guardian declaration and release if applicable."
"docs/art-direction/references/nir-plain-production-chroma.png","png","Claimed OpenAI ImageGen output; operator/account unknown","OpenAI ImageGen (claim only; model/version not recorded)","Claimed 2026-07-29","Nir/Shir art direction; prompts, generation IDs, and source-rights evidence absent","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","30d94cd940b1428f061b7a382c33a8d24aee1426cba6eb1c06b0104ca04ad451","BLOCKED_UNVERIFIED","BLOCKER: AI terms do not prove exclusivity, copyrightability, or non-infringement. Obtain real-person/guardian declaration and release if applicable."
"docs/art-direction/references/nir-plain-production.png","png","Claimed OpenAI ImageGen output; operator/account unknown","OpenAI ImageGen (claim only; model/version not recorded)","Claimed 2026-07-29","Nir/Shir art direction; prompts, generation IDs, and source-rights evidence absent","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","3a31a061dddb244b91fdfdcce7f6924638e9c2606c0b6021bdb8b4b654257c28","BLOCKED_UNVERIFIED","BLOCKER: AI terms do not prove exclusivity, copyrightability, or non-infringement. Obtain real-person/guardian declaration and release if applicable."
"docs/art-direction/references/shir-key-poses-chroma.png","png","Claimed OpenAI ImageGen output; operator/account unknown","OpenAI ImageGen (claim only; model/version not recorded)","Claimed 2026-07-29","Nir/Shir art direction; prompts, generation IDs, and source-rights evidence absent","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","43805baaec5bab5b6435c1b4f4e8d98b4ec0d4128157867b7726ac4f354f21c1","BLOCKED_UNVERIFIED","BLOCKER: AI terms do not prove exclusivity, copyrightability, or non-infringement. Obtain real-person/guardian declaration and release if applicable."
"docs/art-direction/references/shir-key-poses.png","png","Claimed OpenAI ImageGen output; operator/account unknown","OpenAI ImageGen (claim only; model/version not recorded)","Claimed 2026-07-29","Nir/Shir art direction; prompts, generation IDs, and source-rights evidence absent","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","7feeeed9ecfd8fffdb44f844400e1aee38671229d3bfd2dbbf23b1f16fa9c742","BLOCKED_UNVERIFIED","BLOCKER: AI terms do not prove exclusivity, copyrightability, or non-infringement. Obtain real-person/guardian declaration and release if applicable."
"docs/art-direction/references/shir-production-chroma.png","png","Claimed OpenAI ImageGen output; operator/account unknown","OpenAI ImageGen (claim only; model/version not recorded)","Claimed 2026-07-29","Nir/Shir art direction; prompts, generation IDs, and source-rights evidence absent","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","2235ed416863f2d58e62a1eb22e172c455971f6c58e6ab19fc57b6f628e95500","BLOCKED_UNVERIFIED","BLOCKER: AI terms do not prove exclusivity, copyrightability, or non-infringement. Obtain real-person/guardian declaration and release if applicable."
"docs/art-direction/references/shir-production.png","png","Claimed OpenAI ImageGen output; operator/account unknown","OpenAI ImageGen (claim only; model/version not recorded)","Claimed 2026-07-29","Nir/Shir art direction; prompts, generation IDs, and source-rights evidence absent","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","f61ee98c9e10f5a6f189e927552e8f63d8c9a54067689f6848e6e161aa80e047","BLOCKED_UNVERIFIED","BLOCKER: AI terms do not prove exclusivity, copyrightability, or non-infringement. Obtain real-person/guardian declaration and release if applicable."
"docs/asset-sources/backgrounds/activities.png","png","Unknown; repository custody is not proof of authorship","Unknown","Unknown","No supporting source record found","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","d1e8f317e3b0aa4b308f8722d4afa7aa4f3c05152619520e9c58156fb4ce063f","UNVERIFIED","Obtain authorship, license, and chain-of-title evidence before release."
"docs/asset-sources/backgrounds/activities.svg","svg","Unknown; repository custody is not proof of authorship","Unknown","Unknown","No supporting source record found","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","e1f146e8f0b9cd5ae34198a06355d89e2f9cebd89cef7cfd1ed7fe80f79e4c90","UNVERIFIED","Obtain authorship, license, and chain-of-title evidence before release."
"docs/asset-sources/backgrounds/colors.png","png","Unknown; repository custody is not proof of authorship","Unknown","Unknown","No supporting source record found","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","7b191c3093ed09d24086a48c90415ec327808e83a949425da170e69f0ede2d44","UNVERIFIED","Obtain authorship, license, and chain-of-title evidence before release."
"docs/asset-sources/backgrounds/colors.svg","svg","Unknown; repository custody is not proof of authorship","Unknown","Unknown","No supporting source record found","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","24c81fce16a3a58c259837a752337c50c9dea12d4063fc979690d16e9a4cf72a","UNVERIFIED","Obtain authorship, license, and chain-of-title evidence before release."
"docs/asset-sources/backgrounds/landing.png","png","Unknown; repository custody is not proof of authorship","Unknown","Unknown","No supporting source record found","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","09cee53f764863831f28c1393973e9104760f04625a404b817486903b7b17dc6","UNVERIFIED","Obtain authorship, license, and chain-of-title evidence before release."
"docs/asset-sources/backgrounds/landing.svg","svg","Unknown; repository custody is not proof of authorship","Unknown","Unknown","No supporting source record found","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","a03be22349937d2272a0a3b72643b20e5a787fab998e1db6429d9aa15275fad6","UNVERIFIED","Obtain authorship, license, and chain-of-title evidence before release."
"docs/asset-sources/backgrounds/letters.png","png","Unknown; repository custody is not proof of authorship","Unknown","Unknown","No supporting source record found","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","8ea0769374dca3adef33c379a2338a76f9ad7b85bc329495aeb22be32c450c19","UNVERIFIED","Obtain authorship, license, and chain-of-title evidence before release."
"docs/asset-sources/backgrounds/letters.svg","svg","Unknown; repository custody is not proof of authorship","Unknown","Unknown","No supporting source record found","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","067639ac13b51f4911f809ea645e20df7be2bd73d7d60b46782829a067ba7e09","UNVERIFIED","Obtain authorship, license, and chain-of-title evidence before release."
"docs/asset-sources/backgrounds/lobby.png","png","Unknown; repository custody is not proof of authorship","Unknown","Unknown","No supporting source record found","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","e34a4d63fe13cfd0fc862c01103562ee2bcf555f9d6253429f85bc64ebd7bb52","UNVERIFIED","Obtain authorship, license, and chain-of-title evidence before release."
"docs/asset-sources/backgrounds/lobby.svg","svg","Unknown; repository custody is not proof of authorship","Unknown","Unknown","No supporting source record found","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","e83cc555bc8d5484548486b5ce32d8c9941cfcbf968455f83b59491289ecf1c1","UNVERIFIED","Obtain authorship, license, and chain-of-title evidence before release."
"docs/asset-sources/backgrounds/matching.png","png","Unknown; repository custody is not proof of authorship","Unknown","Unknown","No supporting source record found","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","a97d23e12ce36bc0c07ed1753eaa31f637118133f120f4d87ae55cd5ee1fb16d","UNVERIFIED","Obtain authorship, license, and chain-of-title evidence before release."
"docs/asset-sources/backgrounds/memory.png","png","Unknown; repository custody is not proof of authorship","Unknown","Unknown","No supporting source record found","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","3b886e61b1f558d5ae098fae08c65303e567ec25277f2ea15b25dd5aac7e5aad","UNVERIFIED","Obtain authorship, license, and chain-of-title evidence before release."
"docs/asset-sources/backgrounds/numbers.png","png","Unknown; repository custody is not proof of authorship","Unknown","Unknown","No supporting source record found","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","7b73ca77ba22decebdded2fd9edc1d498fbbddb005a87d72de8cccf231ed59ca","UNVERIFIED","Obtain authorship, license, and chain-of-title evidence before release."
"docs/asset-sources/backgrounds/numbers.svg","svg","Unknown; repository custody is not proof of authorship","Unknown","Unknown","No supporting source record found","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","a54420eee0965aca42901d5a2675f64438e2e7370e81a4338e1d8a63bd2dad6c","UNVERIFIED","Obtain authorship, license, and chain-of-title evidence before release."
"docs/asset-sources/backgrounds/patterns.png","png","Unknown; repository custody is not proof of authorship","Unknown","Unknown","No supporting source record found","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","06fd95c173637a6a03b2a0782e7a37c8676a82e624841afab256264522d26a02","UNVERIFIED","Obtain authorship, license, and chain-of-title evidence before release."
"docs/asset-sources/backgrounds/shapes.png","png","Unknown; repository custody is not proof of authorship","Unknown","Unknown","No supporting source record found","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","241532aa742c0cfa6a244ed6bcaac2d350dd7171a452642e8269fed8e4643062","UNVERIFIED","Obtain authorship, license, and chain-of-title evidence before release."
"docs/asset-sources/backgrounds/shapes.svg","svg","Unknown; repository custody is not proof of authorship","Unknown","Unknown","No supporting source record found","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","8c61f864de4289483273fcb1240895c0a78856a15499e8857e3a8354d57326f0","UNVERIFIED","Obtain authorship, license, and chain-of-title evidence before release."
"docs/asset-sources/backgrounds/sorting.png","png","Unknown; repository custody is not proof of authorship","Unknown","Unknown","No supporting source record found","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","d293dc93015b7e6992dbc66622d42df9b873c9341172ed6e70046032ff912643","UNVERIFIED","Obtain authorship, license, and chain-of-title evidence before release."
"docs/asset-sources/backgrounds/summary.png","png","Unknown; repository custody is not proof of authorship","Unknown","Unknown","No supporting source record found","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","f7f729273ff1bc098d3cc10d559329a48c2c1bfcce9179501573a5dc111063cf","UNVERIFIED","Obtain authorship, license, and chain-of-title evidence before release."
"docs/asset-sources/backgrounds/summary.svg","svg","Unknown; repository custody is not proof of authorship","Unknown","Unknown","No supporting source record found","Project owner (claim not verified)","None found in repository","UNVERIFIED","UNVERIFIED","No","a408b6ded9256fc101c110ce146ea3176d36a90812579b71ce2e794b41f32dd2","UNVERIFIED","Obtain authorship, license, and chain-of-title evidence before release."
"node_modules/@fontsource/rubik/files/rubik-hebrew-400-normal.woff","woff","The Rubik Project Authors","Rubik font project / @fontsource package","Package installed; exact font creation date not established here","@fontsource/rubik 5.3.0","Rubik Project Authors","SIL Open Font License 1.1; license file present","YES, subject to OFL 1.1","License and copyright notice must accompany distribution","node_modules/@fontsource/rubik/LICENSE; THIRD_PARTY_NOTICES","128444c16a181f3623096484ca319c8f85d80b1d10c066fde354f4daddefddbd","APPROVED_LICENSE_VERIFIED","Do not sell the font by itself; preserve OFL notice and Reserved Font Name rules."
"node_modules/@fontsource/rubik/files/rubik-hebrew-400-normal.woff2","woff2","The Rubik Project Authors","Rubik font project / @fontsource package","Package installed; exact font creation date not established here","@fontsource/rubik 5.3.0","Rubik Project Authors","SIL Open Font License 1.1; license file present","YES, subject to OFL 1.1","License and copyright notice must accompany distribution","node_modules/@fontsource/rubik/LICENSE; THIRD_PARTY_NOTICES","3935ad735065861b3a349c2b33d702c34f27a46a0b64d76c8e39d82d208853f8","APPROVED_LICENSE_VERIFIED","Do not sell the font by itself; preserve OFL notice and Reserved Font Name rules."
"node_modules/@fontsource/rubik/files/rubik-hebrew-500-normal.woff","woff","The Rubik Project Authors","Rubik font project / @fontsource package","Package installed; exact font creation date not established here","@fontsource/rubik 5.3.0","Rubik Project Authors","SIL Open Font License 1.1; license file present","YES, subject to OFL 1.1","License and copyright notice must accompany distribution","node_modules/@fontsource/rubik/LICENSE; THIRD_PARTY_NOTICES","c4ef1c5f75cdff716a21265c49fea8c0c0e3baeab83410d24f82c22cc9534403","APPROVED_LICENSE_VERIFIED","Do not sell the font by itself; preserve OFL notice and Reserved Font Name rules."
"node_modules/@fontsource/rubik/files/rubik-hebrew-500-normal.woff2","woff2","The Rubik Project Authors","Rubik font project / @fontsource package","Package installed; exact font creation date not established here","@fontsource/rubik 5.3.0","Rubik Project Authors","SIL Open Font License 1.1; license file present","YES, subject to OFL 1.1","License and copyright notice must accompany distribution","node_modules/@fontsource/rubik/LICENSE; THIRD_PARTY_NOTICES","5feeeba0b6c1b3d30544b43b0911143204562f5147ba5b26d53725b527804e7e","APPROVED_LICENSE_VERIFIED","Do not sell the font by itself; preserve OFL notice and Reserved Font Name rules."
"node_modules/@fontsource/rubik/files/rubik-hebrew-600-normal.woff","woff","The Rubik Project Authors","Rubik font project / @fontsource package","Package installed; exact font creation date not established here","@fontsource/rubik 5.3.0","Rubik Project Authors","SIL Open Font License 1.1; license file present","YES, subject to OFL 1.1","License and copyright notice must accompany distribution","node_modules/@fontsource/rubik/LICENSE; THIRD_PARTY_NOTICES","01bb86fc828bc11ccae233dc479cc4d80809b592efe3118d0c650c6093978cb5","APPROVED_LICENSE_VERIFIED","Do not sell the font by itself; preserve OFL notice and Reserved Font Name rules."
"node_modules/@fontsource/rubik/files/rubik-hebrew-600-normal.woff2","woff2","The Rubik Project Authors","Rubik font project / @fontsource package","Package installed; exact font creation date not established here","@fontsource/rubik 5.3.0","Rubik Project Authors","SIL Open Font License 1.1; license file present","YES, subject to OFL 1.1","License and copyright notice must accompany distribution","node_modules/@fontsource/rubik/LICENSE; THIRD_PARTY_NOTICES","b9bee121e578bd3285dcbd3062d00e01c3016427cad4ab71aa10c2291375c02b","APPROVED_LICENSE_VERIFIED","Do not sell the font by itself; preserve OFL notice and Reserved Font Name rules."
"node_modules/@fontsource/rubik/files/rubik-hebrew-700-normal.woff","woff","The Rubik Project Authors","Rubik font project / @fontsource package","Package installed; exact font creation date not established here","@fontsource/rubik 5.3.0","Rubik Project Authors","SIL Open Font License 1.1; license file present","YES, subject to OFL 1.1","License and copyright notice must accompany distribution","node_modules/@fontsource/rubik/LICENSE; THIRD_PARTY_NOTICES","f735662108e89127eb13c8c7e8029fc506711387d614a6d56455a3c875ac25f5","APPROVED_LICENSE_VERIFIED","Do not sell the font by itself; preserve OFL notice and Reserved Font Name rules."
